,provnum,name,address,city,state,zip,county,bedcert,ownership,employee_cases,resident_cases,resident_deaths,cna_hprd,lpn_hprd,rn_hprd,total_hprd,full_address_from_csv,google_address,google_long,google_lat
77,395199,MANORCARE HEALTH SERVICES-LANCASTER,100 ABBEYVILLE ROAD,LANCASTER,PA,17603,LANCASTER,172,Non profit - Corporation,25,101,21,1.93411,0.8604,0.41708,3.2116,"100 ABBEYVILLE ROAD, LANCASTER, PA, , 17603, USA","100 Abbeyville Rd, Lancaster, PA 17603, USA",-76.3374072,40.035847
78,395259,STATESMAN HEALTH & REHABILITATION CENTER,2629 TRENTON ROAD,LEVITTOWN,PA,19056,BUCKS,101,For profit - Corporation,17,55,12,1.9886,0.92769,0.90917,3.82546,"2629 TRENTON ROAD, LEVITTOWN, PA, , 19056, USA","2629 Trenton Rd, Levittown, PA 19057, USA",-74.8778961,40.1659042
79,395338,IMMACULATE MARY CENTER FOR REHABILITATION & HEALTHCARE,2990 HOLME AVENUE,PHILADELPHIA,PA,19136,PHILADELPHIA,296,For profit - Corporation,0,93,35,2.21368,0.96971,0.56417,3.74756,"2990 HOLME AVENUE, PHILADELPHIA, PA, , 19136, USA","2990 Holme Ave, Philadelphia, PA 19136, USA",-75.0293295,40.0553789
80,395409,BRIARLEAF NSG AND CONV CENTER,252 BELMONT AVENUE,DOYLESTOWN,PA,18901,BUCKS,178,For profit - Corporation,10,93,21,1.90603,0.50408,0.7670600000000001,3.17718,"252 BELMONT AVENUE, DOYLESTOWN, PA, , 18901, USA","252 Belmont Ave, Doylestown, PA 18901, USA",-75.124512,40.315138
81,395843,RIVER'S EDGE REHABILITATION & HEALTHCARE CENTER,9501 STATE ROAD,PHILADELPHIA,PA,19114,PHILADELPHIA,120,For profit - Corporation,0,73,14,1.89518,0.8853200000000001,0.47052,3.25101,"9501 STATE ROAD, PHILADELPHIA, PA, , 19114, USA","9501 State Rd, Philadelphia, PA 19114, USA",-74.9843461,40.0501456
82,395687,YORK NURSING AND REHABILITATION CENTER,7101 OLD YORK ROAD,OAK LANE,PA,19126,PHILADELPHIA,240,For profit - Corporation,0,88,28,1.88051,0.87259,0.5848800000000001,3.3379800000000004,"7101 OLD YORK ROAD, OAK LANE, PA, , 19126, USA","7101 Old York Rd, Philadelphia, PA 19126, USA",-75.13690299999999,40.060826
83,396074,ALLIED SERVICES SKILLED NURSING CENTER,303 SMALLACOMBE DRIVE,SCRANTON,PA,18501,LACKAWANNA,369,Non profit - Corporation,37,164,43,2.34451,0.68376,1.0128700000000002,4.04115,"303 SMALLACOMBE DRIVE, SCRANTON, PA, , 18501, USA","303 Smallacombe Dr, Clarks Summit, PA 18411, USA",-75.67856789999999,41.4457821
84,395374,MANORCARE HEALTH SERVICES-YEADON,LANSDOWNE AND LINCOLN AVE,YEADON,PA,19050,DELAWARE,198,Non profit - Other,27,138,23,1.84576,0.7930699999999999,0.61416,3.25299,"LANSDOWNE AND LINCOLN AVE, YEADON, PA, , 19050, USA","Lincoln Ave, Yeadon, PA 19050, USA",-75.2665748,39.9330023
85,395103,JEWISH HOME OF EASTERN PA,1101 VINE STREET,SCRANTON,PA,18510,LACKAWANNA,173,Non profit - Corporation,23,46,20,2.44533,1.04589,0.71602,4.2072400000000005,"1101 VINE STREET, SCRANTON, PA, , 18510, USA","1101 Vine St, Scranton, PA 18510, USA",-75.6519934,41.4070147
86,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,WARRINGTON,PA,18976,BUCKS,360,Government - County,67,136,41,2.2234,0.64103,0.75835,3.62278,"1660 EASTON ROAD, WARRINGTON, PA, , 18976, USA","1660 Easton Rd, Warrington, PA 18976, USA",-75.1336611,40.2672199
87,395753,BEAUMONT AT BRYN MAWR,601 NORTH ITHAN AVENUE,BRYN MAWR,PA,19010,MONTGOMERY,44,Non profit - Corporation,*,32,5,3.10123,0.35473000000000005,1.52654,4.98251,"601 NORTH ITHAN AVENUE, BRYN MAWR, PA, , 19010, USA","601 N Ithan Ave, Bryn Mawr, PA 19010, USA",-75.31575,40.0384068
88,395554,FOREST CITY NURSING AND REHAB CENTER,915 DELAWARE STREET,FOREST CITY,PA,18421,SUSQUEHANNA,132,For profit - Partnership,20,50,15,2.01656,0.8709899999999999,0.56824,3.4557900000000004,"915 DELAWARE STREET, FOREST CITY, PA, , 18421, USA","915 Delaware St, Forest City, PA 18421, USA",-75.4678058,41.65657239999999
89,395800,"HIGHLANDS AT WYOMISSING, THE",2000 CAMBRIDGE AVENUE,WYOMISSING,PA,19610,BERKS,80,Non profit - Corporation,14,21,9,2.30631,1.21794,0.63469,4.15895,"2000 CAMBRIDGE AVENUE, WYOMISSING, PA, , 19610, USA","2000 Cambridge Ave, Wyomissing, PA 19610, USA",-75.979432,40.31408769999999
90,395343,STONERIDGE TOWNE CENTRE,7 WEST PARK AVENUE,MYERSTOWN,PA,17067,LEBANON,152,Non profit - Corporation,19,65,17,2.4774,0.99063,0.52172,3.98975,"7 WEST PARK AVENUE, MYERSTOWN, PA, , 17067, USA","7 W Park Ave, Myerstown, PA 17067, USA",-76.3040559,40.3727875
91,395481,HILLCREST CENTER,1245 CHURCH ROAD,WYNCOTE,PA,19095,MONTGOMERY,180,For profit - Partnership,21,120,20,1.7684400000000002,0.84057,0.63854,3.2475400000000003,"1245 CHURCH ROAD, WYNCOTE, PA, , 19095, USA","1245 Church Rd, Wyncote, PA 19095, USA",-75.14783419999999,40.0875693
92,395217,RICHBORO REHABILITATION & NURSING CENTER,253 TWINING FORD ROAD,RICHBORO,PA,18954,BUCKS,82,For profit - Corporation,15,59,9,1.75476,0.61529,0.70093,3.07098,"253 TWINING FORD ROAD, RICHBORO, PA, , 18954, USA","253 Twining Ford Rd, Richboro, PA 18954, USA",-75.0002322,40.2274999
93,395454,PARKHOUSE REHABILITATION AND NURSING CENTER,1600 BLACK ROCK ROAD,ROYERSFORD,PA,19468,MONTGOMERY,467,For profit - Corporation,43,106,51,1.89523,0.76913,0.66317,3.3275300000000003,"1600 BLACK ROCK ROAD, ROYERSFORD, PA, , 19468, USA","1600 Black Rock Rd, Royersford, PA 19468, USA",-75.50774299999999,40.1645951
94,395791,HARSTON HALL,350 HAWS LANE,FLOURTOWN,PA,19031,MONTGOMERY,120,For profit - Corporation,20,66,13,1.67806,0.8315,0.7515,3.26106,"350 HAWS LANE, FLOURTOWN, PA, , 19031, USA","350 Haws Ln, Flourtown, PA 19031, USA",-75.2003628,40.1019402
95,395899,"GARDENS AT ORANGEVILLE, THE",200 BERWICK ROAD,ORANGEVILLE,PA,17859,COLUMBIA,120,For profit - Corporation,15,41,13,1.90096,0.79287,0.4846,3.17843,"200 BERWICK ROAD, ORANGEVILLE, PA, , 17859, USA","200 Berwick Rd, Orangeville, PA 17859, USA",-76.41282700000001,41.0755473
96,395171,WESTMINSTER VILLAGE,803 NORTH WAHNETA ST,ALLENTOWN,PA,18103,LEHIGH,111,Non profit - Church related,30,50,12,2.42693,0.8401200000000001,0.65985,3.9269,"803 NORTH WAHNETA ST, ALLENTOWN, PA, , 18103, USA","803 N Wahneta St, Allentown, PA 18109, USA",-75.4216807,40.622516
97,395680,KUTZTOWN MANOR INC,120 TREXLER AVENUE,KUTZTOWN,PA,19530,BERKS,140,For profit - Corporation,7,41,15,2.12016,0.99482,0.49746,3.61244,"120 TREXLER AVENUE, KUTZTOWN, PA, , 19530, USA","120 Trexler Ave, Kutztown, PA 19530, USA",-75.7712154,40.5116291
98,395203,AVENTURA AT PROSPECT,815 CHESTER PIKE,PROSPECT PARK,PA,19076,DELAWARE,180,For profit - Corporation,21,47,19,1.88868,1.06279,0.51993,3.4714,"815 CHESTER PIKE, PROSPECT PARK, PA, , 19076, USA","815 Chester Pike, Prospect Park, PA 19076, USA",-75.3073715,39.8824581
99,396115,WYNDMOOR HILLS REHABILITATION AND NURSING CENTER,8601 STENTON AVENUE,WYNDMOOR,PA,19038,MONTGOMERY,77,For profit - Corporation,0,43,8,,,,,"8601 STENTON AVENUE, WYNDMOOR, PA, , 19038, USA","8601 Stenton Ave, Wyndmoor, PA 19038, USA",-75.20305259999999,40.08203719999999
100,395258,SILVER LAKE CENTER,905 TOWER ROAD,BRISTOL,PA,19007,BUCKS,174,Non profit - Corporation,28,79,18,1.78292,0.84583,0.39005,3.0188,"905 TOWER ROAD, BRISTOL, PA, , 19007, USA","905 Tower Rd, Bristol, PA 19007, USA",-74.8703584,40.1070605
101,395425,DEER MEADOWS REHABILITATION CENTER,8301 ROOSEVELT BOULEVARD,PHILADELPHIA,PA,19152,PHILADELPHIA,206,For profit - Corporation,0,45,21,2.3254,0.99063,0.79135,4.1073900000000005,"8301 ROOSEVELT BOULEVARD, PHILADELPHIA, PA, , 19152, USA","8301 Roosevelt Blvd, Philadelphia, PA 19152, USA",-75.0419031,40.0612219
102,396078,ABRAMSON RESIDENCE,1425 HORSHAM ROAD,NORTH WALES,PA,19454,MONTGOMERY,324,Non profit - Corporation,22,89,33,2.74111,0.43158,0.94212,4.11482,"1425 HORSHAM ROAD, NORTH WALES, PA, , 19454, USA","1425 Horsham Rd, North Wales, PA 19454, USA",-75.2098585,40.2229104
103,395182,ST. JOHN NEUMANN CENTER FOR REHABILITATION & HEALTHCARE,10400 ROOSEVELT AVENUE,PHILADELPHIA,PA,19116,PHILADELPHIA,226,For profit - Corporation,0,74,23,2.12,1.04738,0.53523,3.70262,"10400 ROOSEVELT AVENUE, PHILADELPHIA, PA, , 19116, USA","10400 Roosevelt Blvd, Philadelphia, PA 19116, USA",-75.01337819999999,40.0976834
104,396053,COUNTRY MEADOWS NURSING CENTER OF BETHLEHEM,4025 GREEN POND ROAD,BETHLEHEM,PA,18020,NORTHAMPTON,70,For profit - Corporation,9,26,7,2.4092,1.11197,1.1937,4.71486,"4025 GREEN POND ROAD, BETHLEHEM, PA, , 18020, USA","4025 Green Pond Rd, Bethlehem, PA 18020, USA",-75.3210671,40.6750808
105,395173,WESTGATE HILLS REHABILITATION AND NURSING CENTER,2050 OLD WEST CHESTER PIKE,HAVERTOWN,PA,19083,DELAWARE,110,For profit - Corporation,26,53,11,2.03342,0.80413,0.59415,3.43169,"2050 OLD WEST CHESTER PIKE, HAVERTOWN, PA, , 19083, USA","2050 Old West Chester Pike, Havertown, PA 19083, USA",-75.333878,39.97602639999999
106,395621,ST. MARY CENTER FOR REHABILITATION & HEALTHCARE,701 LANSDALE AVENUE,LANSDALE,PA,19446,MONTGOMERY,120,For profit - Corporation,*,54,12,2.08049,0.75056,0.8265299999999999,3.65758,"701 LANSDALE AVENUE, LANSDALE, PA, , 19446, USA","701 Lansdale Ave, Lansdale, PA 19446, USA",-75.26723,40.24015
107,395643,JOHN J KANE REGIONAL CENTER - GLEN HAZEL,955 RIVERMONT DRIVE,PITTSBURGH,PA,15207,ALLEGHENY,255,Government - County,43,78,25,2.15165,0.60297,0.73078,3.4854,"955 RIVERMONT DRIVE, PITTSBURGH, PA, , 15207, USA","955 Rivermont Dr, Pittsburgh, PA 15207, USA",-79.9306732,40.40782859999999
108,395330,CHELTENHAM NURSING AND REHABILITATION CENTER,600 W CHELTENHAM AVENUE,PHILADELPHIA,PA,19126,PHILADELPHIA,255,For profit - Corporation,58,72,25,2.1141,0.8242299999999999,0.27393,3.21226,"600 W CHELTENHAM AVENUE, PHILADELPHIA, PA, , 19126, USA","600 W Cheltenham Ave, Philadelphia, PA 19126, USA",-75.1280403,40.0560668
109,395121,SIMPSON HOUSE INC,2101 BELMONT AVENUE,PHILADELPHIA,PA,19131,PHILADELPHIA,154,Non profit - Corporation,13,0,15,2.51181,0.71742,0.60239,3.83162,"2101 BELMONT AVENUE, PHILADELPHIA, PA, , 19131, USA","2101 Belmont Ave, Philadelphia, PA 19131, USA",-75.2170093,39.9959755
110,395429,MANORCARE HEALTH SERVICES-BETHLEHEM 2021,2021 WESTGATE DRIVE,BETHLEHEM,PA,18017,LEHIGH,227,Non profit - Corporation,8,131,22,1.97947,0.73617,0.40004,3.1156900000000003,"2021 WESTGATE DRIVE, BETHLEHEM, PA, , 18017, USA","2021 Westgate Dr, Bethlehem, PA 18017, USA",-75.40812509999999,40.6398385
111,395431,MAJESTIC OAKS REHABILITATION AND NURSING CENTER,333 NEWTOWN ROAD,WARMINSTER,PA,18974,BUCKS,180,For profit - Corporation,29,63,17,2.03652,0.8206700000000001,0.45548,3.31267,"333 NEWTOWN ROAD, WARMINSTER, PA, , 18974, USA","333 Newtown Rd, Ivyland, PA 18974, USA",-75.0770364,40.1855387
112,395677,SARAH A. TODD MEMORIAL HOME,1000 WEST SOUTH STREET,CARLISLE,PA,17013,CUMBERLAND,117,Non profit - Corporation,23,51,11,2.81981,0.7322,0.80978,4.36179,"1000 WEST SOUTH STREET, CARLISLE, PA, , 17013, USA","1000 W South St, Carlisle, PA 17013, USA",-77.2091682,40.1991102
113,395540,MANORCARE HEALTH SERVICES-EASTON,2600 NORTHAMPTON STREET,EASTON,PA,18045,NORTHAMPTON,227,Non profit - Corporation,27,129,21,2.1272900000000003,0.76902,0.47348,3.3697800000000004,"2600 NORTHAMPTON STREET, EASTON, PA, , 18045, USA","2600 Northampton St, Easton, PA 18045, USA",-75.256383,40.6853863
114,395860,LOYALHANNA CARE CENTER,535 MCFARLAND ROAD,LATROBE,PA,15650,WESTMORELAND,120,For profit - Partnership,21,21,11,1.81162,0.7287899999999999,0.75981,3.3002199999999995,"535 MCFARLAND ROAD, LATROBE, PA, , 15650, USA","535 McFarland Rd, Latrobe, PA 15650, USA",-79.3946837,40.3263897
115,395205,LANCASHIRE HALL,2829 LITITZ PIKE,LANCASTER,PA,17601,LANCASTER,240,For profit - Corporation,61,103,22,2.14268,0.9865,0.49192,3.6211,"2829 LITITZ PIKE, LANCASTER, PA, , 17601, USA","2829 Lititz Pike, Lancaster, PA 17601, USA",-76.30325409999999,40.1048341
116,396123,CONTINUING CARE AT MARIS GROVE,500 MARIS GROVE WAY,GLEN MILLS,PA,19342,DELAWARE,66,Non profit - Corporation,12,19,6,2.76071,0.86956,1.09563,4.7259,"500 MARIS GROVE WAY, GLEN MILLS, PA, , 19342, USA","500 Maris Grove Way, Glen Mills, PA 19342, USA",-75.5337984,39.88091420000001
117,395559,"MENNONITE HOME, THE",1520 HARRISBURG PIKE,LANCASTER,PA,17601,LANCASTER,188,Non profit - Corporation,32,33,17,2.73191,0.99676,0.68242,4.41109,"1520 HARRISBURG PIKE, LANCASTER, PA, , 17601, USA","1520 Harrisburg Pike, Lancaster, PA 17601, USA",-76.345613,40.064454
118,395176,AMBLER EXTENDED CARE CENTER,32 SOUTH BETHLEHEM PIKE,AMBLER,PA,19002,MONTGOMERY,100,For profit - Corporation,25,25,9,1.84221,0.70691,0.57897,3.1281,"32 SOUTH BETHLEHEM PIKE, AMBLER, PA, , 19002, USA","32 S Bethlehem Pike, Ambler, PA 19002, USA",-75.2145772,40.1584583
119,395084,SOMERTON NURSING AND REHABILITATION CENTER,650 EDISON AVENUE,PHILADELPHIA,PA,19116,PHILADELPHIA,225,For profit - Corporation,20,88,20,1.91746,1.04384,0.6269399999999999,3.5882400000000003,"650 EDISON AVENUE, PHILADELPHIA, PA, , 19116, USA","650 Edison Ave, Philadelphia, PA 19116, USA",-75.0100918,40.1293433
120,395428,"PREMIER AT SUSQUEHANNA FOR NURSING AND REHABILITATION, LLC",990 MEDICAL ROAD,MILLERSBURG,PA,17061,DAUPHIN,194,For profit - Corporation,60,71,17,1.9729,0.83268,0.41921,3.22479,"990 MEDICAL ROAD, MILLERSBURG, PA, , 17061, USA","990 Medical Rd, Millersburg, PA 17061, USA",-76.95121979999999,40.5517627
121,395476,NORTHAMPTON COUNTY HOME- GRACEDALE,GRACEDALE AVENUE,NAZARETH,PA,18064,NORTHAMPTON,688,Government - City/county,48,217,60,1.9679,0.92027,0.41662,3.3048,"GRACEDALE AVENUE, NAZARETH, PA, , 18064, USA","Gracedale Ave, Nazareth, PA 18064, USA",-75.3295748,40.7380705
122,395074,SPRING CREEK REHABILITATION AND NURSING CENTER,1205 SOUTH 28TH STREET,HARRISBURG,PA,17111,DAUPHIN,404,For profit - Corporation,31,195,35,1.75405,0.99725,0.43744,3.18874,"1205 SOUTH 28TH STREET, HARRISBURG, PA, , 17111, USA","1205 S 28th St, Harrisburg, PA 17111, USA",-76.8402929,40.2539958
123,395342,HOPKINS CENTER,8100 WASHINGTON LANE,WYNCOTE,PA,19095,MONTGOMERY,106,For profit - Partnership,8,47,9,1.93709,0.75884,0.62807,3.32401,"8100 WASHINGTON LANE, WYNCOTE, PA, , 19095, USA","8100 Washington Ln, Wyncote, PA 19095, USA",-75.14227029999999,40.0843353
124,395123,"GARDENS AT CAMP HILL, THE",46 ERFORD ROAD,CAMP HILL,PA,17011,CUMBERLAND,95,For profit - Corporation,21,45,8,1.79739,0.79915,0.54424,3.14078,"46 ERFORD ROAD, CAMP HILL, PA, , 17011, USA","46 Erford Rd, Camp Hill, PA 17011, USA",-76.9165438,40.2579338
125,395880,"PHOEBE BERKS HEALTH CARE CENTER, INC.",1 HEIDELBERG DRIVE,WERNERSVILLE,PA,19565,BERKS,120,Non profit - Corporation,16,30,10,2.24721,0.98149,0.77375,4.00245,"1 HEIDELBERG DRIVE, WERNERSVILLE, PA, , 19565, USA","Heidelberg Dr, Wernersville, PA 19565, USA",-76.0687362,40.3292741
126,395094,BERKS HEIM NURSING & REHABILITATION,1011 BERKS ROAD,LEESPORT,PA,19533,BERKS,420,Government - County,32,99,35,2.18272,0.82242,0.58231,3.58746,"1011 BERKS ROAD, LEESPORT, PA, , 19533, USA","1011 Berks Rd, Leesport, PA 19533, USA",-76.01618859999999,40.37942290000001
127,395334,CHESTNUT HILL LODGE HEALTH AND REHABILITATION CENTER,8833 STENTON AVENUE,WYNDMOOR,PA,19038,MONTGOMERY,181,For profit - Corporation,7,29,15,1.92412,0.92957,0.5168699999999999,3.37056,"8833 STENTON AVENUE, WYNDMOOR, PA, , 19038, USA","8833 Stenton Ave, Wyndmoor, PA 19038, USA",-75.20774829999999,40.0847247
128,395763,FELLOWSHIP MANOR,3000 FELLOWSHIP DRIVE,WHITEHALL,PA,18052,LEHIGH,121,Non profit - Corporation,*,50,10,3.18813,0.59615,1.25406,5.03834,"3000 FELLOWSHIP DRIVE, WHITEHALL, PA, , 18052, USA","3000 Fellowship Dr, Whitehall, PA 18052, USA",-75.509244,40.640622
129,395819,CARING HEART REHABILITATION AND NURSING CENTER,6445 GERMANTOWN AVENUE,PHILADELPHIA,PA,19119,PHILADELPHIA,269,Non profit - Corporation,27,55,22,2.1027,1.10226,0.4128,3.61776,"6445 GERMANTOWN AVENUE, PHILADELPHIA, PA, , 19119, USA","6445 Germantown Ave, Philadelphia, PA 19119, USA",-75.1825817,40.0479013
130,395226,SPRUCE MANOR NURSING & REHABILITATION CENTER,220 S. FOURTH AVENUE,WEST READING,PA,19611,BERKS,184,For profit - Corporation,0,0,15,2.13581,0.8728299999999999,0.26251,3.27115,"220 S. FOURTH AVENUE, WEST READING, PA, , 19611, USA","220 S 4th Ave, West Reading, PA 19611, USA",-75.9466415,40.3327056
131,395351,MANORCARE HEALTH SERVICES-WEST READING NORTH,425 BUTTONWOOD STREET,WEST READING,PA,19611,BERKS,176,For profit - Corporation,26,134,14,1.93058,0.78441,0.42643,3.14141,"425 BUTTONWOOD STREET, WEST READING, PA, , 19611, USA","425 Buttonwood St, West Reading, PA 19611, USA",-75.9474352,40.3373451
132,395421,BERWICK RETIREMENT VILLAGE NURSING HOME,801 EAST 16TH STREET,BERWICK,PA,18603,COLUMBIA,240,For profit - Corporation,20,54,19,2.02848,0.88802,0.28817,3.20467,"801 EAST 16TH STREET, BERWICK, PA, , 18603, USA","801 E 16th St, Berwick, PA 18603, USA",-76.22780949999999,41.07180959999999
133,395950,CENTENNIAL HEALTHCARE AND REHABILITATION CENTER,4400 WEST GIRARD AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,180,For profit - Corporation,0,28,14,2.0988,0.93075,0.41216,3.4417,"4400 WEST GIRARD AVENUE, PHILADELPHIA, PA, , 19104, USA","4400 W Girard Ave, Philadelphia, PA 19104, USA",-75.2129452,39.9729282
134,395282,ST. FRANCIS CENTER FOR REHABILITATION & HEALTHCARE,1412 LANSDOWNE AVENUE,DARBY,PA,19023,DELAWARE,273,For profit - Corporation,18,98,21,2.515,1.27421,0.50134,4.29055,"1412 LANSDOWNE AVENUE, DARBY, PA, , 19023, USA","1412 Lansdowne Ave, Darby, PA 19023, USA",-75.26773039999999,39.9248175
135,395509,DRESHER HILL HEALTH & REHABILITATION CENTER,1390 CAMP HILL ROAD,FORT WASHINGTON,PA,19034,MONTGOMERY,118,For profit - Corporation,15,36,9,1.82284,0.8923700000000001,0.35685,3.07205,"1390 CAMP HILL ROAD, FORT WASHINGTON, PA, , 19034, USA","1390 Camp Hill Rd, Fort Washington, PA 19034, USA",-75.1774293,40.1462867
136,395278,SAINT JOSEPH VILLA,110 WEST WISSAHICKON AVE,FLOURTOWN,PA,19031,MONTGOMERY,106,Non profit - Church related,14,19,8,2.80852,0.24524,1.47222,4.5259800000000014,"110 WEST WISSAHICKON AVE, FLOURTOWN, PA, , 19031, USA","110 W Wissahickon Ave, Flourtown, PA 19031, USA",-75.2162469,40.0972002
137,395077,GARDEN SPRING NURSING AND REHABILITATION CENTER,1113 NORTH EASTON ROAD,WILLOW GROVE,PA,19090,MONTGOMERY,173,For profit - Corporation,22,59,13,1.85151,0.8597799999999999,0.7914899999999999,3.5027800000000004,"1113 NORTH EASTON ROAD, WILLOW GROVE, PA, , 19090, USA","1113 N Easton Rd, Glenside, PA 19038, USA",-75.1379146,40.1162341
138,395521,LANGHORNE GARDENS HEALTH & REHABILITATION CENTER,350 MANOR AVENUE,LANGHORNE,PA,19047,BUCKS,120,For profit - Corporation,22,49,9,1.8318,0.80432,0.45535,3.09147,"350 MANOR AVENUE, LANGHORNE, PA, , 19047, USA","350 Manor Ave, Langhorne, PA 19047, USA",-74.907515,40.164215
139,395413,WESLEY ENHANCED LIVING PENNYPACK PARK,8401  ROOSEVELT BOULEVARD,PHILADELPHIA,PA,19152,PHILADELPHIA,120,Non profit - Corporation,20,34,9,2.05504,0.7235199999999999,0.77418,3.55274,"8401  ROOSEVELT BOULEVARD, PHILADELPHIA, PA, , 19152, USA","8401 Roosevelt Blvd, Philadelphia, PA 19152, USA",-75.0413555,40.0623251
140,395464,WEATHERWOOD HEALTHCARE AND REHABILITATION CENTER,1000 EVERGREEN AVENUE,WEATHERLY,PA,18255,CARBON,200,For profit - Corporation,5,58,15,2.06421,1.02255,0.34861,3.43537,"1000 EVERGREEN AVENUE, WEATHERLY, PA, , 18255, USA","1000 Evergreen Ave, Weatherly, PA 18255, USA",-75.813566,40.9379009
141,395892,"GROVE AT LATROBE, THE",576 FRED ROGERS DRIVE,LATROBE,PA,15650,WESTMORELAND,107,For profit - Partnership,14,34,8,1.83591,1.04581,0.47079,3.35252,"576 FRED ROGERS DRIVE, LATROBE, PA, , 15650, USA","576 Fred Rogers Dr, Latrobe, PA 15650, USA",-79.359184,40.2851177
142,395290,PLEASANT ACRES REHABILITATION AND NURSING CENTER,"118 PLEASANT ACRES RD,RD7",YORK,PA,17402,YORK,375,For profit - Corporation,0,89,28,1.77837,1.16147,0.31187,3.2517,"118 PLEASANT ACRES RD,RD7, YORK, PA, , 17402, USA","118 Pleasant Acres Rd, York, PA 17402, USA",-76.6484704,39.9885629
143,395329,WILLIAM HOOD DUNWOODY CARE CENTER,3500 WEST CHESTER PIKE,NEWTOWN SQUARE,PA,19073,DELAWARE,81,Non profit - Corporation,*,20,6,3.19362,1.06732,1.58163,5.84256,"3500 WEST CHESTER PIKE, NEWTOWN SQUARE, PA, , 19073, USA","3500 West Chester Pike, Newtown Square, PA 19073, USA",-75.3940647,39.9834521
144,395834,MANORCARE HEALTH SERVICES-KING OF PRUSSIA,600 WEST VALLEY FORGE ROAD,KING OF PRUSSIA,PA,19406,MONTGOMERY,170,Non profit - Corporation,11,42,12,1.72138,0.86641,0.90763,3.49542,"600 WEST VALLEY FORGE ROAD, KING OF PRUSSIA, PA, , 19406, USA","600 W Valley Forge Rd, King of Prussia, PA 19406, USA",-75.39356029999999,40.1039527
145,395710,ATTLEBORO NSG AND REHAB CTR,300 EAST WINCHESTER AVE,LANGHORNE,PA,19047,BUCKS,179,For profit - Corporation,26,51,12,2.15547,0.64352,1.02824,3.82723,"300 EAST WINCHESTER AVE, LANGHORNE, PA, , 19047, USA","300 E Winchester Ave, Langhorne, PA 19047, USA",-74.915995,40.182644
146,395251,MANORCARE HEALTH SERVICES-SHADYSIDE,5609 FIFTH AVENUE,PITTSBURGH,PA,15232,ALLEGHENY,150,Non profit - Corporation,19,62,10,1.78682,0.7015600000000001,0.70292,3.19129,"5609 FIFTH AVENUE, PITTSBURGH, PA, , 15232, USA","5609 Fifth Ave, Pittsburgh, PA 15232, USA",-79.93087880000002,40.4498142
147,395461,TUCKER HOUSE NURSING AND REHABILITATION CENTER,1001-11 WALLACE STREET,PHILADELPHIA,PA,19123,PHILADELPHIA,180,For profit - Corporation,0,41,12,1.9719,0.76935,0.48497,3.22623,"1001-11 WALLACE STREET, PHILADELPHIA, PA, , 19123, USA","1001 Wallace St #11, Philadelphia, PA 19123, USA",-75.1544317,39.9644492
148,396076,BALA NURSING AND RETIREMENT CENTER,4001 FORD ROAD,PHILADELPHIA,PA,19131,PHILADELPHIA,180,For profit - Corporation,0,34,12,2.16122,0.76572,0.37149,3.29843,"4001 FORD ROAD, PHILADELPHIA, PA, , 19131, USA","4001 W Ford Rd, Philadelphia, PA 19131, USA",-75.2103923,40.0000671
149,395366,PINE RUN HEALTH CENTER,777 FERRY ROAD,DOYLESTOWN,PA,18901,BUCKS,90,Non profit - Corporation,16,17,6,2.19197,0.94295,0.8394299999999999,3.97435,"777 FERRY ROAD, DOYLESTOWN, PA, , 18901, USA","777 Ferry Rd, Doylestown, PA 18901, USA",-75.17236799999999,40.3196464
150,395277,HARBORVIEW REHABILITATION AND CARE CENTER AT DOYLESTOWN,432 MAPLE AVENUE,DOYLESTOWN,PA,18901,BUCKS,120,For profit - Corporation,9,84,8,1.66652,0.93548,0.5513899999999999,3.1533900000000004,"432 MAPLE AVENUE, DOYLESTOWN, PA, , 18901, USA","432 Maple Ave, Doylestown, PA 18901, USA",-75.121016,40.3154251
151,395567,DUNMORE HEALTH CARE CENTER,1000 MILL STREET,DUNMORE,PA,18512,LACKAWANNA,92,For profit - Corporation,9,47,6,1.81653,0.86141,0.64684,3.32477,"1000 MILL STREET, DUNMORE, PA, , 18512, USA","1000 Mill St, Dunmore, PA 18512, USA",-75.6277645,41.4091907
152,395273,"GARDENS AT SCRANTON, THE",824 ADAMS AVENUE,SCRANTON,PA,18510,LACKAWANNA,139,For profit - Corporation,27,27,9,1.6927599999999998,0.8328200000000001,0.57034,3.09593,"824 ADAMS AVENUE, SCRANTON, PA, , 18510, USA","824 Adams Ave, Scranton, PA 18510, USA",-75.6531298,41.4147126
153,395883,PENNWOOD NURSING AND REHABILITATION CENTER LLC,909 WEST STREET,PITTSBURGH,PA,15221,ALLEGHENY,126,For profit - Corporation,*,*,8,2.20836,1.31085,0.5846899999999999,4.1039,"909 WEST STREET, PITTSBURGH, PA, , 15221, USA","909 West St, Pittsburgh, PA 15221, USA",-79.8906252,40.4450268
